1577477510378,1134
1577532670258,1426
1577341594969,1400
1577588295847,1500
1577529917580,1352
1577390010771,1061
1577261934627,1477
1577410915398,1298
1577297962456,1363
1577311143584,1285
1577184319496,1228
1577183151986,1000
1577576464788,1044
1577539329795,1418
1577594860815,1446
1577561301626,1495
1577354718625,1495
1577339574716,1365
1577552041331,1288
1577337674550,1045
1577439432460,1499
1577305458426,1097
1577396552513,1154
1577453880335,1437
1577536704033,1271
1577409861502,1111
1577428338004,1023
1577577574480,1260
1577507264126,1439
1577284372402,1345
1577211418938,1299
1577532347286,1137
1577215843590,1387
1577240523729,1320
1577534828923,1056
1577305102475,1198
1577535176799,1327
1577180752790,1418
1577445298024,1460
1577600896261,1220
1577426934535,1023
1577529365701,1407
1577328253738,1075
1577452676763,1174
1577425483876,1083
1577559947983,1170
1577510124940,1347
1577497164539,1395
1577424221600,1372
1577360547219,1290
1577214055267,1338
1577232886537,1139
1577510438765,1425
1577218363228,1326
1577188626934,1193
1577254414260,1313
1577425425970,1087
1577582032155,1177
1577371647279,1165
1577608120124,1055
1577262426308,1349
1577417278164,1358
1577566045429,1391
1577440309309,1429
1577254274654,1356
1577562044285,1412
1577599283807,1374
1577609453041,1306
1577320901475,1221
1577186783476,1284
1577208251203,1019
1577604869029,1082
1577477450955,1227
1577245737797,1131
1577564406144,1471
1577324910403,1031
1577354282742,1366
1577482882888,1477
1577296274802,1085
1577469213110,1436
1577299115040,1339
1577393772329,1232
1577189651058,1400
1577406926700,1298
1577312117260,1047
1577410660616,1318
1577312677374,1403
1577337875032,1213
1577573619606,1259
1577254718210,1443
1577216084512,1305
1577539594030,1157
1577471215576,1288
1577287069186,1097
1577587740311,1272
1577509597109,1420
1577286606327,1374
1577395721892,1432
1577426193357,1074
1577408038841,1257
1577254370689,1269
1577188340845,1052
1577362929387,1464
1577342530434,1124
1577589481338,1013
1577531801495,1295
1577203345389,1374
1577554361483,1486
1577592319109,1172
1577505397993,1245
1577406187961,1405
1577592844402,1326
1577277662710,1338
1577607801880,1194
1577366497723,1452
1577434602531,1256
1577261974440,1394
1577219489684,1445
1577225322409,1360
1577341363885,1194
1577269344980,1236
1577253281928,1393
1577388357104,1171
1577273423752,1216
1577210229258,1447
1577188934409,1002
1577221730125,1102
1577549870243,1307
1577183768389,1105
1577455949112,1226
1577435558267,1408
1577506973731,1127
1577382839365,1261
1577306981539,1086
1577348561865,1158
1577195087006,1294
1577186116212,1421
1577512134715,1105
1577401189954,1324
1577495063593,1252
1577525582726,1156
1577413220107,1052
1577181940920,1124
1577182277698,1409
1577378050192,1294
1577549671953,1463
1577391570276,1145
1577329722602,1372
1577450857650,1464
1577224776640,1126
1577379972453,1012
1577347961602,1045
1577497424198,1354
1577398179208,1443
1577314763075,1155
1577487009324,1427
1577510544661,1247
1577453822018,1359
1577502455984,1471
1577553988207,1177
1577217222171,1356
1577218883463,1314
1577338867888,1447
1577308795801,1092
1577249923605,1193
1577252605671,1224
1577310470722,1480
1577317545467,1158
1577221947929,1453
1577319707892,1406
1577555442245,1329
1577462062236,1137
1577414538096,1014
1577446462242,1011
1577441901372,1169
1577290343824,1247
1577497894862,1484
1577322654569,1234
1577421069275,1136
1577463011397,1405
1577220391469,1163
1577209734759,1490
1577503845968,1405
1577317622433,1298
1577491981508,1494
1577517316065,1006
1577272003167,1275
1577400127127,1452
1577182814539,1139
1577329906503,1325
1577336598070,1160
1577256448393,1155
1577301051050,1414
1577509077574,1117
1577239072195,1158
1577322047068,1356
1577559555676,1056
1577387009709,1453
1577365768851,1057
1577439910576,1072
1577254904280,1142
1577337790179,1415
1577358672176,1015
1577373716231,1450
1577360314446,1011
1577491121971,1346
1577266105369,1229
1577569405101,1008
1577420617535,1235
1577288676868,1288
1577374568187,1356
1577610740854,1358
1577560055775,1410
1577595851115,1470
1577580879477,1417
1577380843276,1449
1577417763516,1208
1577536456372,1187
1577234403700,1342
1577555334241,1213
1577339326496,1038
1577205965764,1447
1577542194733,1069
1577338176105,1120
1577427827936,1279
1577233522094,1207
1577277076114,1404
1577596096298,1464
1577238649874,1270
1577247641638,1231
1577360309396,1361
1577525693439,1048
1577276939036,1031
1577492625638,1473
1577549928842,1500
1577584917194,1239
1577379442988,1480
1577250697920,1220
1577461930039,1189
1577181525556,1203
1577573604687,1153
1577187285472,1435
1577500223997,1108
1577224251037,1424
1577480943740,1119
1577456468889,1011
1577525949255,1470
1577399904208,1208
1577386864807,1242
1577602979087,1180
1577443264282,1320
1577520522424,1328
1577256180282,1026
1577356467734,1011
1577530328236,1490
1577460597460,1296
1577382843077,1233
1577608220562,1269
1577445328805,1177
1577385792132,1471
1577281388485,1104
1577313390379,1230
1577319825091,1254
1577416879981,1144
1577288996589,1476
1577243812700,1121
1577391583841,1047
1577188092144,1500
1577472754934,1137
1577535526501,1443
1577321837031,1073
1577424196886,1253
1577328872337,1043
1577440134845,1116
1577401901759,1381
1577252678582,1459
1577556010357,1458
1577560153097,1342
1577606953120,1173
1577322696433,1320
1577572446668,1028
1577432496994,1326
1577531381007,1029
1577196016050,1243
1577180522820,1266
1577352351080,1213
1577371581954,1280
1577452568109,1108
1577298507642,1039
1577595902399,1186
1577200912425,1035
1577531455911,1035
1577394697578,1472
1577265901706,1348
1577459624728,1319
1577334620690,1498
1577198907063,1213
1577473823452,1197
1577549913442,1030
1577486516831,1371
1577284179799,1286
1577193941262,1119
1577444565907,1474
1577491180386,1275
1577331440194,1358
1577345146334,1497
1577310270211,1009
1577408789085,1270
1577355392081,1161
1577561191105,1268
1577505811714,1452
1577265766189,1329
1577498510267,1382
1577381973020,1374
1577444229297,1236
1577415268894,1278
1577516203503,1412
1577450373343,1289
1577502163732,1487
1577342169671,1101
1577413926053,1085
1577225750495,1211
1577533329256,1451
1577249621472,1475
1577237255818,1349
1577393109162,1296
1577604085589,1195
1577298806018,1065
1577365025037,1457
1577447375270,1429
1577567931303,1121
1577302817497,1325
1577194368210,1137
1577318279118,1494
1577428074874,1048
1577527794909,1320
1577583763434,1353
1577214970619,1254
1577282912096,1087
1577422790984,1440
1577531363336,1231
1577598442560,1198
1577473132405,1311
1577435111153,1442
1577470826558,1377
1577523692071,1370
1577367924740,1240
1577304656004,1023
1577412428162,1469
1577553635590,1111
1577234228240,1382
1577550364335,1330
1577229381287,1483
1577547520840,1087
1577411022257,1072
1577537802472,1268
1577241744932,1088
1577377364742,1394
1577300162701,1370
1577380279043,1241
1577528516316,1023
1577530942267,1387
1577408503469,1161
1577258206016,1473
1577362192233,1311
1577320950711,1319
1577362390965,1050
1577456188659,1237
1577472635936,1006
1577537963939,1326
1577601917161,1261
1577418747433,1364
1577500664753,1259
1577477931483,1299
1577477707143,1279
1577508344617,1201
1577419718527,1046
1577379197608,1273
1577318885411,1389
1577245330585,1377
1577276153447,1132
1577231509649,1088
1577299769837,1032
1577402562617,1322
1577240911016,1188
1577468950228,1045
1577580852168,1043
1577395612387,1335
1577278789656,1266
1577247926395,1005
1577274172175,1435
1577205442852,1409
1577306159838,1294
1577182903134,1349
1577560691239,1247
1577237535661,1230
1577397286637,1033
1577457999618,1243
1577429081749,1186
1577445662661,1056
1577588923753,1186
1577355347145,1269
1577294914103,1091
1577277627297,1273
1577483034448,1024
1577229469310,1423
1577397553450,1075
1577416523739,1181
1577199709348,1411
1577532090750,1299
1577369868620,1354
1577568680430,1233
1577596756986,1127
1577516472651,1480
1577294673667,1329
1577384682435,1484
1577446340807,1239
1577288279769,1251
1577553102758,1038
1577533165770,1442
1577433315608,1112
1577371749940,1342
1577332953168,1320
1577355414477,1052
1577208633647,1500
1577269195425,1493
1577271013630,1039
1577262826534,1138
1577530350738,1353
1577489022905,1228
1577362983548,1305
1577448850976,1166
1577234362748,1267
1577608144447,1378
1577192712991,1004
1577286278490,1385
1577455865973,1419
1577480297187,1007
1577543688048,1440
1577394507316,1203
1577250147038,1386
1577247854420,1278
1577326329347,1473
1577507882134,1364
1577457327595,1074
1577406249130,1261
1577199266258,1076
1577339909993,1112
1577485094689,1164
1577456766060,1472
1577595798979,1232
1577283417011,1441
1577343544193,1219
1577598299147,1250
1577601914482,1350
1577198968708,1309
1577420976549,1366
1577464779856,1074
1577241688372,1050
1577256742547,1387
1577589892384,1465
1577288396314,1432
1577271804860,1431
1577425914596,1470
1577388160256,1175
1577390177108,1085
1577606146943,1219
1577242773130,1084
1577241490013,1043
1577194321041,1056
1577275290624,1219
1577268557134,1487
1577198064738,1108
1577543391307,1261
1577281355363,1443
1577313732912,1435
1577564154715,1353
1577332306594,1291
1577498173084,1241
1577411665081,1200
1577580019273,1275
1577397208515,1335
1577582618097,1456
1577425368816,1096
1577309698532,1237
1577381426716,1435
1577533205733,1357
1577223447089,1191
1577402939002,1406
1577441773511,1030
1577318485028,1434
1577251061611,1258
1577468036649,1338
1577370953511,1092
1577288790791,1328
1577428267917,1244
1577417578807,1129
1577583742968,1491
1577219866625,1039
1577465383133,1376
1577337424610,1374
1577419960869,1017
1577321903948,1124
1577209524046,1419
1577303562368,1490
1577325856225,1266
1577488346285,1078
1577202393908,1242
1577538748016,1473
1577399812303,1266
1577317240958,1089
1577461481243,1125
1577341510900,1057
1577242746620,1080
1577591316558,1416
1577456682099,1076
1577592305656,1293
1577326023940,1340
1577514781976,1212
1577508775579,1424
1577248468427,1474
1577199065340,1493
1577406348885,1186
1577372063242,1292
1577498601600,1094
1577582476648,1009
1577529397763,1001
1577596883524,1482
1577388360469,1446
1577570042718,1235
1577596897152,1035
1577542781846,1052
1577318240178,1223
1577347587046,1197
1577214038607,1252
1577405226440,1464
1577200247875,1232
1577517291138,1413
1577455186617,1069
1577258058980,1111
1577426428992,1298
1577532888046,1308
1577194343201,1374
1577511556031,1218
1577318887212,1125
1577347620616,1234
1577235609187,1472
1577513596781,1035
1577427167383,1096
1577391532859,1187
1577596266271,1412
1577293306528,1115
1577577036350,1142
1577195161184,1387
1577450800490,1128
1577259740028,1325
1577360343981,1259
1577259630183,1157
1577311467714,1383
1577542997973,1158
1577221322490,1116
1577571032749,1047
1577283732745,1477
1577326377023,1006
1577208097374,1174
1577594374257,1266
1577203349882,1166
1577601430769,1108
1577392795168,1230
1577328268003,1345
1577359973954,1451
1577427266107,1151
1577250814856,1317
1577418304507,1060
1577345221476,1210
1577392592166,1034
1577444981278,1400
1577236275163,1246
1577188035346,1223
1577579914646,1414
1577213904339,1453
1577604545281,1433
1577583746341,1294
1577405001565,1400
1577282874570,1193
1577360960745,1370
1577336322304,1062
1577400846534,1359
1577553898630,1480
1577423179054,1172
1577512903614,1415
1577262011072,1217
1577239254769,1431
1577224273495,1036
1577478220686,1466
1577571696522,1057
1577257577313,1168
1577244912004,1446
1577383327194,1489
1577556031834,1208
1577360686192,1104
1577397636704,1221
1577361969702,1206
1577256244801,1369
1577523466944,1383
1577237760182,1286
1577193470617,1059
1577311019172,1173
1577260789288,1391
1577455263705,1125
1577533602149,1439
1577293253658,1291
1577337525763,1485
1577197703253,1197
1577451522104,1411
1577288369007,1261
1577528120456,1468
1577531772951,1063
1577527971573,1169
1577371479164,1472
1577210303794,1491
1577581774894,1165
1577575357808,1191
1577292841169,1404
1577268751657,1239
1577414608371,1444
1577372885639,1276
1577521173564,1336
1577326386580,1010
1577434474437,1255
1577459797149,1213
1577574421788,1020
1577359751002,1144
1577474165481,1048
1577413501366,1073
1577558346918,1395
1577299201251,1380
1577553903283,1455
1577541657077,1373
1577293074393,1245
1577399995575,1287
1577216881501,1239
1577252463733,1137
1577460614251,1090
1577396309179,1115
1577245326972,1227
1577208268585,1457
1577187801793,1385
1577390670039,1318
1577432921482,1029
1577461815960,1084
1577516563058,1184
1577187705660,1217
1577348070378,1113
1577496898830,1167
1577329394627,1252
1577317921884,1057
1577421087351,1415
1577180304402,1154
1577444476040,1442
1577544949096,1151
1577237034468,1310
1577205830748,1135
1577392560810,1246
1577565934554,1018
1577209154883,1412
1577433343098,1401
1577422720861,1066
1577527941516,1463
1577365690772,1113
1577414548488,1026
1577314328828,1454
1577448522596,1157
1577482169438,1490
1577199540297,1261
1577487799902,1436
1577348705238,1020
1577328580433,1038
1577352524494,1331
1577320867446,1142
1577441655367,1069
1577278025822,1374
1577509007832,1493
1577533511031,1214
1577192465252,1333
1577224931667,1222
1577577593638,1127
1577245765679,1142
1577428657142,1208
1577533930381,1100
1577543544410,1349
1577411570774,1104
1577543853666,1027
1577261708807,1081
1577609326531,1164
1577252717692,1240
1577341698080,1280
1577608302277,1403
1577283343031,1434
1577592919056,1331
1577344097793,1389
1577564379551,1309
1577595287273,1265
1577237466790,1032
1577611264340,1234
1577448816730,1254
1577213425583,1153
1577246850343,1440
1577230113812,1331
1577251249158,1063
1577192983859,1347
1577206983562,1102
1577410100590,1456
1577499816894,1231
1577236032217,1232
1577563458872,1101
1577249234716,1308
1577473420952,1441
1577556234106,1435
1577378454349,1001
1577183685517,1310
1577316894358,1242
1577472421820,1307
1577324038354,1471
1577604607127,1380
1577360342066,1009
1577279113063,1458
1577268332172,1255
1577607926912,1463
1577512914581,1343
1577415711143,1070
1577548783564,1320
1577299452378,1237
1577511584806,1032
1577393940694,1305
1577210345247,1334
1577201223919,1488
1577305687615,1322
1577335315611,1088
1577437061932,1277
1577578027502,1213
1577431156623,1399
1577208070456,1095
1577474299175,1172
1577209075552,1302
1577385638490,1154
1577485047620,1407
1577482947751,1389
1577474023628,1367
1577458532263,1069
1577254287206,1286
1577254474268,1293
1577342605301,1192
